Software ver: OPC-N2 Alphasense 1.0.5591.26628
Size LUT file,OPC-N2_06-02-2015.LUT
InfoString,OPC-N2 FirmwareVer=OPC-016b...............................BD
Gain scaling coeff,1
Laser digital pot setting,150
Fan digital pot setting,255
ToF to SFR factor,74
Bins,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Bin low boundary (ADC o/p),12,17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685
Bin high boundary (ADC o/p),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
Bin low boundary (particle diameter [um]),0.38,0.54,0.78,1.05,1.34,1.59,2.07,3,4,5,6.5,8,10,12,14,16
Bin high boundary (particle diameter [um]),0.54,0.78,1.05,1.34,1.59,2.07,3,4,5,6.5,8,10,12,14,16,17.5
Bin centre (particle diameter [um]),0.46000000834465,0.659999996423721,0.914999961853027,1.19499999284744,1.4650000333786,1.8299999833107,2.5349999666214,3.5,4.5,5.75,7.25,9,11,13,15,16.75
Vol of a particle in bin (um3) (calculated by software),0.0510,0.1505,0.4011,0.8935,1.6463,3.2089,8.5297,22.4493,47.7129,99.5410,199.5320,381.7035,696.9100,1150.3465,1767.1459,2460.6115
Vol of a particle in bin (um3) (values stored on OPC),0.0510,0.1505,0.4011,0.8935,1.6463,3.2089,8.5297,22.4493,47.7129,99.5410,199.5320,381.7035,696.9100,1150.3466,1767.1459,2460.6116
Density of a particle in bin (g/ml),1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65
Sample volume weighting for bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Data:
OADateTime,Bin00,Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MeanToFBin1(us),MeanToFBin3(us),MeanToFBin5(us),MeanToFBin7(us),Count/s,SamplingPeriod(s),SFR(ml/s),Temperature(C) or Pressure(Pa),PM1(ug/m3),PM2.5(ug/m3),PM10(ug/m3),RollMean_PM1,RollMean_PM2.5,RollMean_PM10
42236.3656230093,8.149,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,9.168,0.982,3.25,26.9,0.27,0.28,0.28,0.40,0.59,1.39
42236.3656345833,11.183,3.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,14.233,0.984,3.24,101159,0.47,0.51,0.51,0.40,0.59,1.39
42236.3656461574,6.100,2.033,1.017,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,10.33,0.00,0.00,10.167,0.984,3.26,26.9,0.54,0.93,0.95,0.40,0.59,1.39
42236.3656857639,9.423,2.650,0.000,0.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,8.33,0.00,0.00,12.368,3.396,3.26,101160,0.44,0.56,0.57,0.40,0.59,1.39
42236.3656924537,7.232,1.808,0.000,1.808,1.808,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,9.67,0.00,0.00,12.656,0.553,3.26,26.9,0.81,2.39,2.56,0.40,0.59,1.39
42236.3657040278,12.224,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,13.243,0.982,3.25,101156,0.37,0.39,0.39,0.40,0.59,1.39
42236.3657156019,17.274,2.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,19.306,0.984,3.24,26.9,0.56,0.59,0.59,0.40,0.59,1.38
42236.3657271759,8.231,1.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,9.260,0.972,3.24,101156,0.27,0.29,0.29,0.40,0.59,1.38
42236.36573875,9.140,1.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,10.155,0.985,3.24,26.9,0.29,0.31,0.31,0.40,0.59,1.38
42236.3657503241,12.249,2.042,1.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,15.311,0.980,3.23,101161,0.56,0.67,0.67,0.40,0.59,1.37
42236.3658000579,11.420,1.190,0.238,0.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,7.67,0.00,0.00,13.086,4.203,3.21,26.9,0.43,0.53,0.54,0.40,0.59,1.37
42236.3658081944,19.814,2.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,22.291,0.404,3.22,101155,0.66,0.70,0.70,0.40,0.59,1.37
42236.3658439931,8.486,0.679,0.679,0.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,8.33,0.00,0.00,10.183,2.946,3.21,26.9,0.39,0.55,0.56,0.40,0.59,1.36
42236.3658544907,13.679,2.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.33,0.00,0.00,0.00,16.166,0.804,3.24,101158,0.50,0.54,0.54,0.41,0.59,1.36
42236.3658660648,9.452,2.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,0.00,0.00,0.00,11.552,0.952,3.21,26.9,0.37,0.40,0.40,0.41,0.59,1.36
42236.3658776389,13.556,1.043,2.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,16.684,0.959,3.21,101155,0.65,0.84,0.85,0.41,0.59,1.36
42236.365895,12.394,1.377,0.689,0.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.00,8.33,0.00,0.00,15.149,1.452,3.18,26.9,0.59,0.86,0.88,0.41,0.59,1.35
42236.365900787,17.774,0.000,2.539,2.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,8.33,0.00,0.00,22.852,0.394,3.18,101151,1.13,2.07,2.11,0.41,0.60,1.36
42236.3659123611,10.563,1.174,0.000,0.000,0.000,1.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,11.67,0.00,12.911,0.852,3.20,26.9,0.47,1.80,2.21,0.41,0.60,1.36
42236.365931713,11.591,2.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,14.032,1.639,3.20,101164,0.45,0.49,0.49,0.41,0.60,1.36
42236.3659355093,13.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,13.275,0.226,3.20,26.9,0.33,0.34,0.34,0.41,0.60,1.35
42236.3659470833,6.544,1.091,1.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,8.726,0.917,3.20,101155,0.36,0.47,0.47,0.41,0.60,1.35
42236.3659586574,14.435,2.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,16.497,0.970,3.22,26.9,0.49,0.53,0.53,0.41,0.60,1.35
42236.3659754745,7.859,1.429,1.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,10.717,1.400,3.24,101158,0.45,0.59,0.59,0.41,0.60,1.34
42236.3659818056,19.306,2.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,21.719,0.414,3.24,26.9,0.64,0.68,0.68,0.41,0.60,1.34
42236.3659933796,12.702,2.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.33,0.00,0.00,0.00,14.819,0.945,3.27,101165,0.45,0.48,0.48,0.41,0.60,1.34
42236.3660105556,9.286,2.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,11.429,1.400,3.29,26.9,0.36,0.39,0.39,0.41,0.60,1.34
42236.3660165278,14.433,2.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,16.838,0.416,3.30,101159,0.50,0.54,0.54,0.41,0.60,1.33
42236.3660281019,9.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,9.359,0.962,3.30,26.9,0.23,0.24,0.24,0.41,0.60,1.33
42236.3660396759,12.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,12.407,0.967,3.30,101157,0.30,0.31,0.31,0.41,0.60,1.33
42236.36605125,8.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,8.665,0.923,3.30,26.9,0.21,0.22,0.22,0.41,0.59,1.32
42236.3660628241,14.421,4.120,1.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,19.571,0.971,3.33,101162,0.72,0.86,0.86,0.41,0.60,1.32
42236.3660743981,9.317,2.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,11.388,0.966,3.35,26.9,0.35,0.38,0.38,0.41,0.59,1.32
42236.3660912153,15.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,15.497,1.420,3.35,101154,0.37,0.38,0.38,0.41,0.59,1.31
42236.3661082176,10.720,0.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,11.434,1.399,3.36,26.9,0.30,0.32,0.32,0.41,0.59,1.31
42236.3661103819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.000,0.087,3.36,101154,0.00,0.00,0.00,0.41,0.59,1.31
42236.3661311806,9.730,2.862,0.000,0.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,11.00,0.00,0.00,13.164,1.747,3.39,26.9,0.48,0.68,0.68,0.41,0.59,1.30
42236.3661355208,11.757,0.000,5.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,17.635,0.170,3.39,101160,0.93,1.40,1.40,0.41,0.59,1.30
42236.3661856134,10.405,1.452,0.484,0.000,0.000,0.000,0.242,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,12.582,4.133,3.35,26.9,0.41,0.92,1.40,0.41,0.60,1.31
42236.366193206,13.983,2.797,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,16.780,0.358,3.35,101159,0.51,0.55,0.55,0.41,0.60,1.31
42236.3662181713,9.776,2.444,0.489,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,12.709,2.046,3.34,26.9,0.44,0.51,0.52,0.41,0.59,1.30
42236.3662348032,9.500,3.654,1.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,14.615,1.368,3.30,101162,0.63,0.79,0.79,0.41,0.60,1.31
42236.3662369792,25.991,12.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.00,0.00,0.00,0.00,38.987,0.077,3.28,26.9,1.45,1.62,1.62,0.42,0.60,1.31
42236.3662480093,11.860,1.186,1.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,14.232,0.843,3.29,101156,0.50,0.62,0.62,0.41,0.60,1.31
42236.3662595833,10.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,10.896,0.918,3.29,26.9,0.27,0.27,0.27,0.41,0.60,1.31
42236.3662711574,20.705,5.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,25.882,0.966,3.33,101158,0.82,0.89,0.89,0.41,0.60,1.31
42236.3662827315,11.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,11.342,0.970,3.33,26.9,0.27,0.28,0.28,0.41,0.60,1.31
42236.3662973727,12.980,1.623,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.33,0.00,0.00,0.00,14.603,1.233,3.31,101158,0.42,0.45,0.45,0.41,0.60,1.31
42236.3663058796,9.802,1.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.00,0.00,0.00,0.00,11.202,0.714,3.32,26.9,0.32,0.35,0.35,0.41,0.60,1.31
42236.3663174537,16.298,2.037,1.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.67,0.00,0.00,0.00,19.354,0.982,3.31,101150,0.64,0.76,0.76,0.41,0.60,1.31
42236.3663290278,7.117,2.033,0.000,1.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,7.67,0.00,0.00,10.167,0.984,3.33,26.9,0.44,0.75,0.76,0.41,0.60,1.31
42236.3663406019,6.091,1.015,1.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,8.121,0.985,3.33,101160,0.33,0.42,0.42,0.41,0.59,1.14
42236.3663521759,11.217,3.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.00,0.00,0.00,0.00,14.276,0.981,3.32,26.9,0.46,0.51,0.51,0.41,0.59,1.14
42236.36636375,5.099,2.039,1.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,8.158,0.981,3.33,101158,0.37,0.47,0.47,0.41,0.59,1.14
42236.3663753241,9.159,3.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,12.212,0.983,3.36,26.9,0.41,0.45,0.45,0.41,0.59,1.14
42236.3663868981,14.177,2.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,16.202,0.988,3.38,101158,0.46,0.49,0.49,0.41,0.59,1.14
42236.3663984722,14.326,1.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.67,0.00,0.00,0.00,15.350,0.977,3.41,26.9,0.40,0.42,0.42,0.41,0.59,1.14
42236.3664498264,10.476,2.794,0.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,14.201,4.295,3.48,101160,0.51,0.62,0.62,0.41,0.60,1.14
42236.3664563426,11.776,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,11.776,0.170,3.48,26.9,0.27,0.28,0.28,0.41,0.60,1.14
42236.3665084259,9.308,1.862,0.000,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,7.67,0.00,0.00,11.403,4.297,3.54,101154,0.35,0.44,0.44,0.41,0.60,1.14
42236.3665171065,8.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,8.369,0.358,3.54,26.9,0.19,0.20,0.20,0.41,0.60,1.14
42236.3665691898,14.115,1.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,15.481,4.392,3.54,101163,0.40,0.42,0.42,0.41,0.59,1.14
42236.3665746065,11.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,11.728,0.171,3.54,26.9,0.27,0.27,0.27,0.41,0.59,1.14
42236.3665836574,10.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,10.125,0.494,3.54,101161,0.23,0.24,0.24,0.41,0.59,1.14
42236.3665952315,4.343,2.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.67,0.00,0.00,0.00,6.514,0.921,3.48,26.9,0.23,0.26,0.26,0.41,0.59,1.14
42236.3666068056,13.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,13.453,0.892,3.48,101165,0.31,0.32,0.32,0.41,0.59,1.14
42236.3666183796,8.781,0.000,0.000,1.463,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,8.33,0.00,0.00,10.244,0.683,3.48,26.9,0.40,0.79,0.81,0.41,0.59,1.14
42236.3666690162,9.313,1.397,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.67,0.00,0.00,0.00,10.710,4.295,3.50,101153,0.30,0.32,0.32,0.41,0.59,1.14
42236.3666773264,7.152,2.384,2.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,11.921,0.419,3.51,26.9,0.56,0.77,0.77,0.41,0.59,1.14
42236.3667326736,15.077,1.967,0.656,0.000,0.000,0.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,12.33,0.00,17.918,4.576,3.56,101162,0.55,0.84,0.91,0.41,0.59,1.14
42236.3667402662,10.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,10.851,0.369,3.56,26.9,0.25,0.25,0.25,0.41,0.59,1.14
42236.3667574421,9.459,0.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,10.187,1.374,3.55,101157,0.26,0.27,0.27,0.41,0.59,1.14
42236.3667744444,9.294,0.715,0.000,0.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.00,8.33,0.00,0.00,10.724,1.399,3.53,26.9,0.35,0.55,0.56,0.41,0.59,1.14
42236.3667804167,17.828,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,17.828,0.393,3.53,101159,0.41,0.42,0.42,0.41,0.59,1.14
42236.3667919907,9.530,2.118,1.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,12.706,0.944,3.54,26.9,0.45,0.56,0.56,0.41,0.59,1.14
42236.3668035648,7.425,1.061,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.00,0.00,0.00,0.00,8.486,0.943,3.52,101163,0.23,0.25,0.25,0.41,0.59,1.14
42236.3668151389,8.157,1.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,9.322,0.858,3.52,26.9,0.26,0.27,0.27,0.41,0.59,1.14
42236.366826713,9.261,1.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,10.290,0.972,3.51,101158,0.27,0.29,0.29,0.41,0.59,1.14
42236.366838287,9.249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,9.249,0.973,3.51,26.9,0.21,0.22,0.22,0.41,0.59,1.13
42236.3668498611,10.839,3.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.33,0.00,0.00,0.00,14.090,0.923,3.50,101158,0.44,0.48,0.48,0.41,0.59,1.13
42236.3668664931,15.115,2.879,0.000,0.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,9.00,0.00,0.00,18.714,1.389,3.53,26.9,0.61,0.83,0.84,0.41,0.59,1.13
42236.3668730093,14.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,14.888,0.470,3.53,101163,0.34,0.35,0.35,0.41,0.59,1.13
42236.36689,7.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,7.042,1.420,3.53,26.9,0.16,0.17,0.17,0.41,0.59,1.13
42236.3668961574,4.692,2.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.00,0.00,0.00,0.00,7.039,0.426,3.55,101157,0.24,0.27,0.27,0.41,0.59,1.13
42236.3669077315,7.715,1.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,8.817,0.907,3.56,26.9,0.24,0.26,0.26,0.41,0.58,1.13
42236.3669250926,8.269,1.378,0.000,0.000,0.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,0.00,0.00,0.00,10.336,1.451,3.54,101160,0.36,0.75,0.80,0.41,0.59,1.13
42236.3669308796,7.578,2.526,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.33,0.00,0.00,0.00,10.103,0.396,3.56,26.9,0.32,0.35,0.35,0.41,0.58,1.13
42236.3669424537,6.621,3.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,9.931,0.906,3.54,101153,0.34,0.38,0.38,0.41,0.58,1.13
42236.3669540278,8.350,3.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,11.481,0.958,3.57,26.9,0.37,0.41,0.41,0.41,0.58,1.13
42236.3669656019,16.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,16.442,0.973,3.57,101163,0.37,0.38,0.38,0.41,0.58,1.13
42236.3669771759,10.881,4.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.67,0.00,0.00,0.00,15.233,0.919,3.61,26.9,0.49,0.54,0.54,0.41,0.58,1.13
42236.3669936343,10.798,3.599,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.33,0.00,0.00,0.00,14.398,1.389,3.63,101160,0.44,0.49,0.49,0.41,0.58,1.13
42236.3670109954,7.686,0.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,8.385,1.431,3.63,26.9,0.21,0.22,0.22,0.41,0.58,1.13
42236.3670138889,6.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,6.711,0.149,3.63,101165,0.15,0.15,0.15,0.41,0.58,1.13
42236.36703125,7.577,2.067,0.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.00,0.00,0.00,0.00,10.333,1.452,3.65,26.9,0.36,0.43,0.43,0.41,0.58,1.13
42236.3670350463,17.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,17.710,0.226,3.65,101159,0.39,0.40,0.40,0.41,0.58,1.13
42236.3670466204,12.387,1.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.67,0.00,0.00,0.00,13.513,0.888,3.63,26.9,0.34,0.36,0.36,0.41,0.58,1.13
42236.3670581944,13.196,1.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.67,0.00,0.00,0.00,14.296,0.909,3.62,101159,0.36,0.38,0.38,0.41,0.58,1.13
42236.3670697685,6.160,2.053,0.000,1.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.33,8.33,0.00,0.00,9.240,0.974,3.59,26.9,0.39,0.67,0.69,0.41,0.58,1.13
42236.3670813426,10.913,1.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.00,0.00,0.00,0.00,12.005,0.916,3.59,101159,0.31,0.33,0.33,0.41,0.58,1.13
